ID,Title,Difficulty,Topics,Link,Acceptance Rate (%),Premium Only,Category,Likes,Dislikes,Example Test Cases,Similar Questions,pattern
225,Implement Stack using Queues,Easy,"Stack, Design, Queue",https://leetcode.com/problems/implement-stack-using-queues/,67.96,FALSE,Algorithms,6622,1263,"[{""input"": ""ops=[\""push\"",\""push\"",\""top\"",\""pop\"",\""empty\""], args=[[1],[2],[],[],[]]"", ""expected"": ""[null,null,2,2,false]""}, {""input"": ""ops=[\""push\"",\""pop\"",\""empty\""], args=[[1],[],[]]"", ""expected"": ""[null,1,true]""}, {""input"": ""ops=[\""push\"",\""push\"",\""push\"",\""pop\"",\""pop\"",\""pop\""], args=[[1],[2],[3],[],[],[]]"", ""expected"": ""[null,null,null,3,2,1]""}, {""input"": ""ops=[\""push\"",\""push\"",\""pop\""], args=[[1],[2],[]]"", ""expected"": ""[null,null,2]""}]","[{""title"": ""Implement Queue using Stacks"", ""titleSlug"": ""implement-queue-using-stacks"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]","[""bfs_level_order"", ""monotonic_stack""]"
349,Intersection of Two Arrays,Easy,"Array, Hash Table, Two Pointers, Binary Search, Sorting",https://leetcode.com/problems/intersection-of-two-arrays/,76.73,FALSE,Algorithms,6552,2326,"[{""input"": ""nums1=[1,2,2,1], nums2=[2,2]"", ""expected"": ""[2]""}, {""input"": ""nums1=[1], nums2=[1]"", ""expected"": ""[1]""}, {""input"": ""nums1=[1,2,3,4,5], nums2=[3,4,5,6,7]"", ""expected"": ""[3,4,5]""}, {""input"": ""nums1=[1,2,3], nums2=[4,5,6]"", ""expected"": ""[]""}]","[{""title"": ""Intersection of Two Arrays II"", ""titleSlug"": ""intersection-of-two-arrays-ii"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Intersection of Three Sorted Arrays"", ""titleSlug"": ""intersection-of-three-sorted-arrays"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Find the Difference of Two Arrays"", ""titleSlug"": ""find-the-difference-of-two-arrays"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Count Common Words With One Occurrence"", ""titleSlug"": ""count-common-words-with-one-occurrence"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Choose Numbers From Two Arrays in Range"", ""titleSlug"": ""choose-numbers-from-two-arrays-in-range"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Intersection of Multiple Arrays"", ""titleSlug"": ""intersection-of-multiple-arrays"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Minimum Common Value"", ""titleSlug"": ""minimum-common-value"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Maximum Size of a Set After Removals"", ""titleSlug"": ""maximum-size-of-a-set-after-removals"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""hash_map_frequency"", ""two_pointers_same""]"
1046,Last Stone Weight,Easy,"Array, Heap (Priority Queue)",https://leetcode.com/problems/last-stone-weight/,66.05,FALSE,Algorithms,6421,149,"[{""input"": ""[2,7,4,1,8,1]"", ""expected"": ""1""}, {""input"": ""[1]"", ""expected"": ""1""}, {""input"": ""[1,2,3,4,5,6,7,8,9,10]"", ""expected"": ""2""}, {""input"": ""[3,3]"", ""expected"": ""0""}]",[],"[""heap_top_k""]"
485,Max Consecutive Ones,Easy,Array,https://leetcode.com/problems/max-consecutive-ones/,63,FALSE,Algorithms,6365,475,"[{""input"": ""[1,1,0,1,1,1]"", ""expected"": ""3""}, {""input"": ""[1]"", ""expected"": ""1""}, {""input"": ""[1]*500+[0]+[1]*499"", ""expected"": ""500""}, {""input"": ""[0,0,0,0]"", ""expected"": ""0""}]","[{""title"": ""Max Consecutive Ones II"", ""titleSlug"": ""max-consecutive-ones-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Max Consecutive Ones III"", ""titleSlug"": ""max-consecutive-ones-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Consecutive Characters"", ""titleSlug"": ""consecutive-characters"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Longer Contiguous Segments of Ones than Zeros"", ""titleSlug"": ""longer-contiguous-segments-of-ones-than-zeros"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Length of the Longest Alphabetical Continuous Substring"", ""titleSlug"": ""length-of-the-longest-alphabetical-continuous-substring"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Enemy Forts That Can Be Captured"", ""titleSlug"": ""maximum-enemy-forts-that-can-be-captured"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]","[""sliding_window_variable""]"
700,Search in a Binary Search Tree,Easy,"Tree, Binary Search Tree, Binary Tree",https://leetcode.com/problems/search-in-a-binary-search-tree/,81.99,FALSE,Algorithms,6347,206,"[{""input"": ""root=[4,2,7,1,3], val=2"", ""expected"": ""[2,1,3]""}, {""input"": ""root=[1], val=1"", ""expected"": ""[1]""}, {""input"": ""BST with nodes 1..1000 (balanced), val=500"", ""expected"": ""subtree rooted at 500""}, {""input"": ""root=[4,2,7,1,3], val=5"", ""expected"": ""null""}]","[{""title"": ""Closest Binary Search Tree Value"", ""titleSlug"": ""closest-binary-search-tree-value"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Insert into a Binary Search Tree"", ""titleSlug"": ""insert-into-a-binary-search-tree"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Closest Nodes Queries in a Binary Search Tree"", ""titleSlug"": ""closest-nodes-queries-in-a-binary-search-tree"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""binary_search_standard"", ""dfs_recursive""]"
703,Kth Largest Element in a Stream,Easy,"Tree, Design, Binary Search Tree, Heap (Priority Queue), Binary Tree, Data Stream",https://leetcode.com/problems/kth-largest-element-in-a-stream/,60.13,FALSE,Algorithms,6200,3961,"[{""input"": ""k=3, nums=[4,5,8,2], adds=[3,5,10,9,4]"", ""expected"": ""[4,5,5,8,8]""}, {""input"": ""k=1, nums=[1], adds=[2]"", ""expected"": ""[2]""}, {""input"": ""k=3, nums=[1,2,3,4,5,6,7,8,9,10], adds=[11,12,13]"", ""expected"": ""[9,10,11]""}, {""input"": ""k=2, nums=[-1,-2,-3,-4], adds=[-5,3]"", ""expected"": ""[-2,3]""}]","[{""title"": ""Kth Largest Element in an Array"", ""titleSlug"": ""kth-largest-element-in-an-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Finding MK Average"", ""titleSlug"": ""finding-mk-average"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Sequentially Ordinal Rank Tracker"", ""titleSlug"": ""sequentially-ordinal-rank-tracker"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]","[""heap_top_k""]"
409,Longest Palindrome,Easy,"Hash Table, String, Greedy",https://leetcode.com/problems/longest-palindrome/,55.63,FALSE,Algorithms,6197,435,"[{""input"": ""s=\""abccccdd\"""", ""expected"": ""7""}, {""input"": ""s=\""a\"""", ""expected"": ""1""}, {""input"": ""s=\""a\""*500 + \""b\""*500"", ""expected"": ""1000""}, {""input"": ""s=\""AAAAAA\"""", ""expected"": ""6""}]","[{""title"": ""Palindrome Permutation"", ""titleSlug"": ""palindrome-permutation"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Longest Palindrome by Concatenating Two Letter Words"", ""titleSlug"": ""longest-palindrome-by-concatenating-two-letter-words"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Largest Palindromic Number"", ""titleSlug"": ""largest-palindromic-number"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""greedy_local"", ""hash_map_frequency""]"
557,Reverse Words in a String III,Easy,"Two Pointers, String",https://leetcode.com/problems/reverse-words-in-a-string-iii/,83.73,FALSE,Algorithms,6097,252,"[{""input"": ""s=\""Let's take LeetCode contest\"""", ""expected"": ""\""s'teL ekat edoCteeL tsetnoC\""""}, {""input"": ""s=\""God Ding\"""", ""expected"": ""\""doG gniD\""""}, {""input"": ""s=\"" \"".join([\""abcde\""]*200)"", ""expected"": ""\"" \"".join([\""edcba\""]*200)""}, {""input"": ""s=\""a\"""", ""expected"": ""\""a\""""}]","[{""title"": ""Reverse String II"", ""titleSlug"": ""reverse-string-ii"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]","[""two_pointers_opposite""]"
1470,Shuffle the Array,Easy,Array,https://leetcode.com/problems/shuffle-the-array/,88.89,FALSE,Algorithms,6023,331,"[{""input"": ""nums=[2,5,1,3,4,7], n=3"", ""expected"": ""[2,3,5,4,1,7]""}, {""input"": ""nums=[1,2], n=1"", ""expected"": ""[1,2]""}, {""input"": ""nums=[1,2,3,4,5,6], n=3"", ""expected"": ""[1,4,2,5,3,6]""}, {""input"": ""nums=[1,1,2,2], n=2"", ""expected"": ""[1,2,1,2]""}]",[],"[""greedy_local""]"
58,Length of Last Word,Easy,String,https://leetcode.com/problems/length-of-last-word/,56.84,FALSE,Algorithms,5908,331,"[{""input"": ""s=\""Hello World\"""", ""expected"": ""5""}, {""input"": ""s=\""a\"""", ""expected"": ""1""}, {""input"": ""s=\"" \"".join([\""word\""]*250)"", ""expected"": ""4""}, {""input"": ""s=\""   fly me   to   the moon   \"""", ""expected"": ""4""}]",[],"[""greedy_local""]"
168,Excel Sheet Column Title,Easy,"Math, String",https://leetcode.com/problems/excel-sheet-column-title/,44.07,FALSE,Algorithms,5888,889,"[{""input"": ""columnNumber=1"", ""expected"": ""\""A\""""}, {""input"": ""columnNumber=26"", ""expected"": ""\""Z\""""}, {""input"": ""columnNumber=701"", ""expected"": ""\""ZY\""""}, {""input"": ""columnNumber=52"", ""expected"": ""\""AZ\""""}]","[{""title"": ""Excel Sheet Column Number"", ""titleSlug"": ""excel-sheet-column-number"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Cells in a Range on an Excel Sheet"", ""titleSlug"": ""cells-in-a-range-on-an-excel-sheet"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Design Spreadsheet"", ""titleSlug"": ""design-spreadsheet"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""greedy_local""]"
1071,Greatest Common Divisor of Strings,Easy,"Math, String",https://leetcode.com/problems/greatest-common-divisor-of-strings/,52.86,FALSE,Algorithms,5779,1606,"[{""input"": ""str1=\""ABCABC\"", str2=\""ABC\"""", ""expected"": ""\""ABC\""""}, {""input"": ""str1=\""A\"", str2=\""A\"""", ""expected"": ""\""A\""""}, {""input"": ""str1=\""AB\""*500, str2=\""AB\""*250"", ""expected"": ""\""AB\""""}, {""input"": ""str1=\""LEET\"", str2=\""CODE\"""", ""expected"": ""\""\""""}]","[{""title"": ""Find Greatest Common Divisor of Array"", ""titleSlug"": ""find-greatest-common-divisor-of-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Smallest Even Multiple"", ""titleSlug"": ""smallest-even-multiple"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Find the Maximum Factor Score of Array"", ""titleSlug"": ""find-the-maximum-factor-score-of-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""greedy_local""]"
1512,Number of Good Pairs,Easy,"Array, Hash Table, Math, Counting",https://leetcode.com/problems/number-of-good-pairs/,89.64,FALSE,Algorithms,5722,280,"[{""input"": ""nums=[1,2,3,1,1,3]"", ""expected"": ""4""}, {""input"": ""nums=[1]"", ""expected"": ""0""}, {""input"": ""nums=[1]*1000"", ""expected"": ""499500""}, {""input"": ""nums=[1,1,1,1]"", ""expected"": ""6""}]","[{""title"": ""Number of Pairs of Interchangeable Rectangles"", ""titleSlug"": ""number-of-pairs-of-interchangeable-rectangles"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Substrings That Begin and End With the Same Letter"", ""titleSlug"": ""substrings-that-begin-and-end-with-the-same-letter"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""hash_map_frequency""]"
1365,How Many Numbers Are Smaller Than the Current Number,Easy,"Array, Hash Table, Sorting, Counting Sort",https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number/,87.19,FALSE,Algorithms,5707,150,"[{""input"": ""nums=[8,1,2,2,3]"", ""expected"": ""[4,0,1,1,3]""}, {""input"": ""nums=[0]"", ""expected"": ""[0]""}, {""input"": ""nums=[5,4,3,2,1]"", ""expected"": ""[4,3,2,1,0]""}, {""input"": ""nums=[5,5,5,5]"", ""expected"": ""[0,0,0,0]""}]","[{""title"": ""Count of Smaller Numbers After Self"", ""titleSlug"": ""count-of-smaller-numbers-after-self"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Longest Subsequence With Limited Sum"", ""titleSlug"": ""longest-subsequence-with-limited-sum"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]","[""greedy_local"", ""hash_map_frequency"", ""prefix_sum""]"
404,Sum of Left Leaves,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/sum-of-left-leaves/,61.86,FALSE,Algorithms,5678,319,"[{""input"": ""root=[3,9,20,null,null,15,7]"", ""expected"": ""24""}, {""input"": ""root=[1]"", ""expected"": ""0""}, {""input"": ""root=[1,2,null,3,null,4,null]"", ""expected"": ""4""}, {""input"": ""root=[1,2,3,4,5]"", ""expected"": ""4""}]",[],"[""bfs_level_order"", ""dfs_recursive""]"
905,Sort Array By Parity,Easy,"Array, Two Pointers, Sorting",https://leetcode.com/problems/sort-array-by-parity/,76.34,FALSE,Algorithms,5556,155,"[{""input"": ""nums=[3,1,2,4]"", ""expected"": ""[2,4,1,3]""}, {""input"": ""nums=[0]"", ""expected"": ""[0]""}, {""input"": ""nums=[1,2,3,4,5,6]"", ""expected"": ""[2,4,6,1,3,5]""}, {""input"": ""nums=[1,1,1,2]"", ""expected"": ""[2,1,1,1]""}]","[{""title"": ""Sort Array By Parity II"", ""titleSlug"": ""sort-array-by-parity-ii"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Sort Even and Odd Indices Independently"", ""titleSlug"": ""sort-even-and-odd-indices-independently"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Largest Number After Digit Swaps by Parity"", ""titleSlug"": ""largest-number-after-digit-swaps-by-parity"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]","[""two_pointers_opposite""]"
637,Average of Levels in Binary Tree,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/average-of-levels-in-binary-tree/,74.3,FALSE,Algorithms,5484,348,"[{""input"": ""root=[3,9,20,null,null,15,7]"", ""expected"": ""[3.0,14.5,11.0]""}, {""input"": ""root=[1]"", ""expected"": ""[1.0]""}, {""input"": ""root=[1,2,3,4,5,6,7]"", ""expected"": ""[1.0,2.5,5.5]""}, {""input"": ""root=[2147483647,2147483647,2147483647]"", ""expected"": ""[2147483647.0,2147483647.0]""}]","[{""title"": ""Binary Tree Level Order Traversal"", ""titleSlug"": ""binary-tree-level-order-traversal"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Binary Tree Level Order Traversal II"", ""titleSlug"": ""binary-tree-level-order-traversal-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""bfs_level_order"", ""dfs_recursive""]"
383,Ransom Note,Easy,"Hash Table, String, Counting",https://leetcode.com/problems/ransom-note/,64.8,FALSE,Algorithms,5447,532,"[{""input"": ""ransomNote=\""aa\"", magazine=\""aab\"""", ""expected"": ""true""}, {""input"": ""ransomNote=\""a\"", magazine=\""b\"""", ""expected"": ""false""}, {""input"": ""ransomNote=\""a\""*500, magazine=\""a\""*500+\""b\""*500"", ""expected"": ""true""}, {""input"": ""ransomNote=\""aab\"", magazine=\""aab\"""", ""expected"": ""true""}]","[{""title"": ""Stickers to Spell Word"", ""titleSlug"": ""stickers-to-spell-word"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Find Words That Can Be Formed by Characters"", ""titleSlug"": ""find-words-that-can-be-formed-by-characters"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]","[""hash_map_frequency""]"
1207,Unique Number of Occurrences,Easy,"Array, Hash Table",https://leetcode.com/problems/unique-number-of-occurrences/,78.39,FALSE,Algorithms,5396,153,"[{""input"": ""arr=[1,2,2,1,1,3]"", ""expected"": ""true""}, {""input"": ""arr=[1]"", ""expected"": ""true""}, {""input"": ""arr=[1]*500+[2]*499"", ""expected"": ""true""}, {""input"": ""arr=[1,2,2,1,1,2]"", ""expected"": ""false""}]",[],"[""hash_map_frequency""]"
771,Jewels and Stones,Easy,"Hash Table, String",https://leetcode.com/problems/jewels-and-stones/,89.32,FALSE,Algorithms,5316,619,"[{""input"": ""jewels=\""aA\"", stones=\""aAAbbbb\"""", ""expected"": ""3""}, {""input"": ""jewels=\""z\"", stones=\""ZZ\"""", ""expected"": ""0""}, {""input"": ""jewels=\""abcdefghijklmnopqrstuvwxyz\"", stones=\""a\""*50+\""b\""*50+\""c\""*50+\""d\""*50+\""e\""*50+\""f\""*50+\""g\""*50+\""h\""*50+\""i\""*50+\""j\""*50+\""k\""*50+\""l\""*50+\""m\""*50+\""n\""*50+\""o\""*50+\""p\""*50+\""q\""*50+\""r\""*50+\""s\""*50+\""t\""*50"", ""expected"": ""1000""}, {""input"": ""jewels=\""aA\"", stones=\""aAbBcC\"""", ""expected"": ""2""}]",[],"[""hash_map_lookup""]"
706,Design HashMap,Easy,"Array, Hash Table, Linked List, Design, Hash Function",https://leetcode.com/problems/design-hashmap/,66,FALSE,Algorithms,5311,492,"[{""input"": ""ops=[[\""put\"",1,1],[\""put\"",2,2],[\""get\"",1],[\""get\"",3],[\""put\"",2,1],[\""get\"",2],[\""remove\"",2],[\""get\"",2]]"", ""expected"": ""[null,null,1,-1,null,1,null,-1]""}, {""input"": ""ops=[[\""get\"",0]]"", ""expected"": ""[-1]""}, {""input"": ""ops=[[\""put\"",1,10],[\""put\"",2,20],[\""put\"",3,30],[\""get\"",1],[\""get\"",2],[\""get\"",3]]"", ""expected"": ""[null,null,null,10,20,30]""}, {""input"": ""ops=[[\""put\"",0,0],[\""put\"",0,1],[\""get\"",0]]"", ""expected"": ""[null,null,1]""}]","[{""title"": ""Design HashSet"", ""titleSlug"": ""design-hashset"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Design Skiplist"", ""titleSlug"": ""design-skiplist"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]","[""hash_map_lookup""]"
415,Add Strings,Easy,"Math, String, Simulation",https://leetcode.com/problems/add-strings/,51.91,FALSE,Algorithms,5305,808,"[{""input"": ""num1=\""11\"", num2=\""123\"""", ""expected"": ""\""134\""""}, {""input"": ""num1=\""0\"", num2=\""0\"""", ""expected"": ""\""0\""""}, {""input"": ""num1=\""9\""*1000, num2=\""1\"""", ""expected"": ""\""1\""+\""0\""*1000""}, {""input"": ""num1=\""1\"", num2=\""9\"""", ""expected"": ""\""10\""""}]","[{""title"": ""Add Two Numbers"", ""titleSlug"": ""add-two-numbers"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Multiply Strings"", ""titleSlug"": ""multiply-strings"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Add to Array-Form of Integer"", ""titleSlug"": ""add-to-array-form-of-integer"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]","[""two_pointers_opposite""]"
389,Find the Difference,Easy,"Hash Table, String, Bit Manipulation, Sorting",https://leetcode.com/problems/find-the-difference/,59.77,FALSE,Algorithms,5284,500,"[{""input"": ""s=\""abcd\"", t=\""abcde\"""", ""expected"": ""\""e\""""}, {""input"": ""s=\""\"", t=\""y\"""", ""expected"": ""\""y\""""}, {""input"": ""s=\""a\""*499+\""b\""*499+\""c\""*1, t=\""a\""*499+\""b\""*499+\""c\""*1+\""z\"""", ""expected"": ""\""z\""""}, {""input"": ""s=\""a\"", t=\""aa\"""", ""expected"": ""\""a\""""}]","[{""title"": ""Single Number"", ""titleSlug"": ""single-number"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Permutation Difference between Two Strings"", ""titleSlug"": ""permutation-difference-between-two-strings"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]","[""hash_map_frequency""]"
1351,Count Negative Numbers in a Sorted Matrix,Easy,"Array, Binary Search, Matrix",https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix/,77.75,FALSE,Algorithms,5136,137,"[{""input"": ""grid=[[4,3,2,-1],[3,2,1,-1],[1,1,-1,-2],[-1,-1,-2,-3]]"", ""expected"": ""8""}, {""input"": ""grid=[[1]]"", ""expected"": ""0""}, {""input"": ""grid=[[-1,-1],[-1,-1]]"", ""expected"": ""4""}, {""input"": ""grid=[[3,2],[1,0]]"", ""expected"": ""0""}]","[{""title"": ""Maximum Count of Positive Integer and Negative Integer"", ""titleSlug"": ""maximum-count-of-positive-integer-and-negative-integer"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]","[""binary_search_answer""]"
119,Pascal's Triangle II,Easy,"Array, Dynamic Programming",https://leetcode.com/problems/pascals-triangle-ii/,66.25,FALSE,Algorithms,5133,363,"[{""input"": ""rowIndex=3"", ""expected"": ""[1,3,3,1]""}, {""input"": ""rowIndex=0"", ""expected"": ""[1]""}, {""input"": ""rowIndex=33"", ""expected"": ""[1,33,528,5456,40920,237336,1107568,4272048,13884156,38567100,92561040,193536720,354817320,573166440,818809200,1037158320,1166803110,1166803110,1037158320,818809200,573166440,354817320,193536720,92561040,38567100,13884156,4272048,1107568,237336,40920,5456,528,33,1]""}, {""input"": ""rowIndex=1"", ""expected"": ""[1,1]""}]","[{""title"": ""Pascal's Triangle"", ""titleSlug"": ""pascals-triangle"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Find Triangular Sum of an Array"", ""titleSlug"": ""find-triangular-sum-of-an-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""dp_1d_forward""]"
3,Longest Substring Without Repeating Characters,Medium,"Hash Table, String, Sliding Window",https://leetcode.com/problems/longest-substring-without-repeating-characters/,37.34,FALSE,Algorithms,42794,2085,"[{""input"": ""s=\""abcabcbb\"""", ""expected"": ""3""}, {""input"": ""s=\""\"""", ""expected"": ""0""}, {""input"": ""s=\""abcdefghijklmnopqrstuvwxyz\""*39"", ""expected"": ""26""}, {""input"": ""s=\""aab\"""", ""expected"": ""2""}]","[{""title"": ""Longest Substring with At Most Two Distinct Characters"", ""titleSlug"": ""longest-substring-with-at-most-two-distinct-characters"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Substring with At Most K Distinct Characters"", ""titleSlug"": ""longest-substring-with-at-most-k-distinct-characters"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Subarrays with K Different Integers"", ""titleSlug"": ""subarrays-with-k-different-integers"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximum Erasure Value"", ""titleSlug"": ""maximum-erasure-value"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Number of Equal Count Substrings"", ""titleSlug"": ""number-of-equal-count-substrings"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Consecutive Cards to Pick Up"", ""titleSlug"": ""minimum-consecutive-cards-to-pick-up"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Nice Subarray"", ""titleSlug"": ""longest-nice-subarray"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Optimal Partition of String"", ""titleSlug"": ""optimal-partition-of-string"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Count Complete Subarrays in an Array"", ""titleSlug"": ""count-complete-subarrays-in-an-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find Longest Special Substring That Occurs Thrice II"", ""titleSlug"": ""find-longest-special-substring-that-occurs-thrice-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find Longest Special Substring That Occurs Thrice I"", ""titleSlug"": ""find-longest-special-substring-that-occurs-thrice-i"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""hash_map_lookup"", ""sliding_window_variable""]"
53,Maximum Subarray,Medium,"Array, Divide and Conquer, Dynamic Programming",https://leetcode.com/problems/maximum-subarray/,52.32,FALSE,Algorithms,36275,1537,"[{""input"": ""nums=[-2,1,-3,4,-1,2,1,-5,4]"", ""expected"": ""6""}, {""input"": ""nums=[-1]"", ""expected"": ""-1""}, {""input"": ""nums=[1,2,3,4,5,6,7,8,9,10]"", ""expected"": ""55""}, {""input"": ""nums=[-2,-1,-3,-4]"", ""expected"": ""-1""}]","[{""title"": ""Best Time to Buy and Sell Stock"", ""titleSlug"": ""best-time-to-buy-and-sell-stock"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Maximum Product Subarray"", ""titleSlug"": ""maximum-product-subarray"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Degree of an Array"", ""titleSlug"": ""degree-of-an-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Longest Turbulent Subarray"", ""titleSlug"": ""longest-turbulent-subarray"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Score Of Spliced Array"", ""titleSlug"": ""maximum-score-of-spliced-array"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximum Absolute Sum of Any Subarray"", ""titleSlug"": ""maximum-absolute-sum-of-any-subarray"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Subarray Sum After One Operation"", ""titleSlug"": ""maximum-subarray-sum-after-one-operation"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Substring With Largest Variance"", ""titleSlug"": ""substring-with-largest-variance"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Count Subarrays With Score Less Than K"", ""titleSlug"": ""count-subarrays-with-score-less-than-k"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximum Value of a String in an Array"", ""titleSlug"": ""maximum-value-of-a-string-in-an-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Find the Substring With Maximum Cost"", ""titleSlug"": ""find-the-substring-with-maximum-cost"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""K Items With the Maximum Sum"", ""titleSlug"": ""k-items-with-the-maximum-sum"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Maximum Good Subarray Sum"", ""titleSlug"": ""maximum-good-subarray-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximize Subarray Sum After Removing All Occurrences of One Element"", ""titleSlug"": ""maximize-subarray-sum-after-removing-all-occurrences-of-one-element"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]","[""greedy_local""]"
